s,a,r,sp
620,7,0.0,620
620,7,0.0,620
620,7,0.0,620
620,17,0.0,620
620,2,0.0,620
620,2,0.0,620
620,2,0.0,620
620,2,0.0,620
620,2,0.0,620
620,2,0.0,620
620,2,0.0,620
620,2,0.0,620
620,2,0.0,333
333,1,-1.0,751
97,10,0.0,97
97,10,0.0,235
235,10,0.0,235
235,7,0.0,235
235,6,0.0,235
235,6,0.0,235
235,6,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,15,0.0,235
235,15,0.0,235
235,15,0.0,235
235,15,0.0,235
235,15,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,15,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,15,0.0,235
235,15,0.0,235
235,15,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,12,0.0,235
235,15,0.0,235
235,1,0.0,235
235,12,0.0,235
235,12,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,1,0.0,235
235,2,0.0,235
235,1,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,1,0.0,235
235,1,0.0,235
235,1,0.0,235
235,1,0.0,235
235,1,0.0,235
235,2,0.0,235
235,2,0.0,235
235,1,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,235
235,2,0.0,199
199,1,-1.0,751
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,411
411,1,0.0,285
285,1,0.0,285
285,1,0.0,95
95,20,0.0,597
597,15,0.0,95
95,5,0.0,247
247,15,0.0,247
247,15,0.0,247
247,14,0.0,247
247,20,0.0,198
198,25,0.0,538
538,25,0.0,538
538,25,0.0,538
538,25,0.0,538
538,25,0.0,538
538,25,0.0,538
538,25,0.0,439
439,20,0.0,25
25,24,0.0,25
25,25,0.0,25
25,24,0.0,25
25,19,0.0,25
25,20,0.0,25
25,15,0.0,25
25,15,0.0,247
247,9,0.0,247
247,4,0.0,243
243,4,0.0,608
608,4,0.0,608
608,4,0.0,608
608,4,0.0,25
25,4,0.0,25
25,4,0.0,25
25,4,0.0,25
25,5,0.0,25
25,5,0.0,25
25,5,0.0,25
25,5,0.0,25
25,5,0.0,25
25,5,0.0,25
25,5,0.0,243
243,5,0.0,479
479,5,0.0,243
243,5,0.0,243
243,5,0.0,243
243,4,0.0,243
243,3,0.0,243
243,5,0.0,243
243,3,0.0,243
243,3,0.0,243
243,3,0.0,243
243,3,0.0,243
243,3,0.0,243
243,3,0.0,243
243,5,0.0,243
243,3,0.0,243
243,3,0.0,243
243,3,0.0,243
243,5,0.0,243
243,5,0.0,243
243,5,0.0,243
243,5,0.0,243
243,4,0.0,333
333,1,1.0,752
291,25,0.0,291
291,25,0.0,291
291,22,0.0,291
291,15,0.0,291
291,15,0.0,694
694,15,0.0,694
694,20,0.0,694
694,20,0.0,659
659,20,0.0,694
694,20,0.0,694
694,20,0.0,659
659,15,0.0,694
694,13,0.0,694
694,15,0.0,659
659,15,0.0,659
659,15,0.0,659
659,15,0.0,658
658,15,0.0,659
659,13,0.0,659
659,15,0.0,659
659,13,0.0,658
658,13,0.0,659
659,13,0.0,659
659,13,0.0,659
659,13,0.0,659
659,14,0.0,659
659,15,0.0,659
659,15,0.0,659
659,10,0.0,659
659,10,0.0,659
659,10,0.0,659
659,10,0.0,659
659,10,0.0,659
659,15,0.0,659
659,15,0.0,659
659,10,0.0,659
659,10,0.0,659
659,10,0.0,140
140,9,0.0,140
140,24,0.0,659
659,23,0.0,659
659,23,0.0,659
659,21,0.0,659
659,25,0.0,659
659,23,0.0,659
659,18,0.0,659
659,18,0.0,659
659,18,0.0,659
659,18,0.0,659
659,18,0.0,659
659,13,0.0,659
659,13,0.0,659
659,18,0.0,638
638,13,0.0,659
659,13,0.0,659
659,13,0.0,659
659,13,0.0,659
659,8,0.0,659
659,8,0.0,659
659,9,0.0,579
579,9,0.0,579
579,9,0.0,579
579,9,0.0,496
496,9,0.0,579
579,9,0.0,579
579,9,0.0,579
579,9,0.0,579
579,9,0.0,579
579,8,0.0,298
298,8,0.0,363
363,8,0.0,658
658,8,0.0,251
251,1,1.0,752
455,1,0.0,501
501,1,0.0,501
501,1,0.0,501
501,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,5,0.0,661
661,5,0.0,661
661,1,0.0,661
661,1,0.0,102
102,1,0.0,102
102,5,0.0,661
661,2,0.0,661
661,2,0.0,661
661,2,0.0,661
661,2,0.0,591
591,2,0.0,591
591,2,0.0,591
591,2,0.0,591
591,2,0.0,591
591,2,0.0,733
733,2,0.0,102
102,2,0.0,102
102,3,0.0,733
733,3,0.0,733
733,3,0.0,102
102,3,0.0,102
102,3,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,102
102,2,0.0,102
102,2,0.0,102
102,2,0.0,102
102,2,0.0,501
501,2,0.0,591
591,22,0.0,591
591,17,0.0,376
376,12,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,1,0.0,501
501,1,0.0,102
102,1,0.0,501
501,1,0.0,501
501,1,0.0,501
501,1,0.0,568
568,1,0.0,568
568,1,0.0,489
489,1,-1.0,751
117,1,0.0,117
117,1,0.0,117
117,1,0.0,117
117,1,0.0,117
117,1,0.0,117
117,1,0.0,117
117,1,0.0,117
117,1,0.0,117
117,1,0.0,459
459,6,0.0,459
459,10,0.0,459
459,10,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,10,0.0,459
459,6,0.0,459
459,6,0.0,459
459,11,0.0,459
459,11,0.0,459
459,11,0.0,459
459,11,0.0,459
459,11,0.0,459
459,11,0.0,459
459,11,0.0,459
459,11,0.0,459
459,11,0.0,459
459,6,0.0,459
459,1,0.0,459
459,16,0.0,459
459,11,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,6,0.0,459
459,1,0.0,459
459,1,0.0,459
459,6,0.0,459
459,6,0.0,459
459,7,0.0,459
459,7,0.0,459
459,2,0.0,521
521,2,0.0,521
521,2,0.0,521
521,2,0.0,521
521,2,0.0,521
521,2,0.0,521
521,2,0.0,521
521,2,0.0,521
521,1,0.0,521
521,2,0.0,521
521,1,0.0,521
521,2,0.0,371
371,1,1.0,752
451,12,0.0,234
234,12,0.0,234
234,12,0.0,234
234,12,0.0,234
234,12,0.0,234
234,12,0.0,426
426,12,0.0,426
426,1,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,12,0.0,426
426,17,0.0,426
426,17,0.0,426
426,17,0.0,426
426,17,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,1,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,426
426,22,0.0,412
412,1,-1.0,751
613,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,536
536,1,0.0,436
436,5,0.0,647
647,7,0.0,199
199,7,0.0,97
97,7,0.0,647
647,7,0.0,298
298,7,0.0,362
362,7,0.0,298
298,10,0.0,298
298,10,0.0,298
298,10,0.0,667
667,10,0.0,298
298,7,0.0,362
362,7,0.0,298
298,7,0.0,298
298,7,0.0,362
362,7,0.0,362
362,7,0.0,362
362,9,0.0,234
234,9,0.0,362
362,10,0.0,234
234,10,0.0,234
234,10,0.0,234
234,10,0.0,234
234,7,0.0,234
234,7,0.0,234
234,7,0.0,362
362,7,0.0,362
362,7,0.0,362
362,7,0.0,362
362,7,0.0,362
362,7,0.0,362
362,7,0.0,362
362,7,0.0,362
362,2,0.0,362
362,2,0.0,362
362,2,0.0,362
362,2,0.0,362
362,1,0.0,362
362,5,0.0,362
362,5,0.0,563
563,2,0.0,563
563,2,0.0,375
375,2,0.0,563
563,2,0.0,375
375,5,0.0,563
563,5,0.0,375
375,5,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,1,0.0,563
563,2,0.0,563
563,2,0.0,563
563,2,0.0,563
563,2,0.0,563
563,2,0.0,563
563,2,0.0,563
563,2,0.0,563
563,2,0.0,563
563,2,0.0,668
668,1,-1.0,751
335,1,0.0,335
335,1,0.0,335
335,23,0.0,83
83,23,0.0,83
83,23,0.0,83
83,23,0.0,83
83,24,0.0,83
83,24,0.0,83
83,24,0.0,83
83,24,0.0,368
368,25,0.0,83
83,25,0.0,83
83,25,0.0,83
83,25,0.0,83
83,25,0.0,83
83,24,0.0,109
109,25,0.0,109
109,24,0.0,109
109,25,0.0,109
109,24,0.0,109
109,24,0.0,314
314,25,0.0,109
109,24,0.0,109
109,24,0.0,109
109,24,0.0,109
109,24,0.0,109
109,25,0.0,109
109,25,0.0,109
109,24,0.0,109
109,23,0.0,109
109,25,0.0,109
109,23,0.0,109
109,24,0.0,109
109,23,0.0,109
109,23,0.0,109
109,23,0.0,314
314,23,0.0,314
314,24,0.0,731
731,21,0.0,109
109,23,0.0,109
109,9,0.0,109
109,25,0.0,109
109,23,0.0,251
251,1,-1.0,751
196,1,0.0,196
196,1,0.0,196
196,1,0.0,196
196,1,0.0,196
196,1,0.0,196
196,1,0.0,196
196,1,0.0,196
196,1,0.0,196
196,1,0.0,482
482,1,0.0,482
482,5,0.0,23
23,5,0.0,23
23,1,0.0,23
23,1,0.0,23
23,1,0.0,196
196,1,0.0,482
482,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,1,0.0,744
744,21,0.0,744
744,21,0.0,744
744,21,0.0,744
744,21,0.0,744
744,21,0.0,196
196,21,0.0,583
583,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,462
462,21,0.0,628
628,21,0.0,583
583,21,0.0,583
583,21,0.0,583
583,21,0.0,583
583,25,0.0,80
80,25,0.0,80
80,22,0.0,80
80,25,0.0,251
251,1,-1.0,751
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,192
192,21,0.0,192
192,25,0.0,283
283,20,0.0,669
669,12,0.0,384
384,23,0.0,694
694,23,0.0,694
694,23,0.0,458
458,22,0.0,458
458,22,0.0,458
458,22,0.0,458
458,22,0.0,458
458,25,0.0,458
458,22,0.0,458
458,22,0.0,458
458,25,0.0,694
694,22,0.0,694
694,23,0.0,694
694,22,0.0,694
694,22,0.0,694
694,25,0.0,694
694,23,0.0,694
694,23,0.0,694
694,23,0.0,694
694,25,0.0,694
694,23,0.0,694
694,25,0.0,694
694,23,0.0,694
694,23,0.0,694
694,22,0.0,532
532,1,0.0,237
237,1,-1.0,751
185,1,0.0,703
703,1,0.0,185
185,1,0.0,185
185,1,0.0,185
185,1,0.0,185
185,1,0.0,185
185,1,0.0,149
149,2,0.0,149
149,2,0.0,525
525,2,0.0,525
525,2,0.0,525
525,2,0.0,149
149,2,0.0,525
525,2,0.0,149
149,2,0.0,149
149,2,0.0,149
149,2,0.0,149
149,2,0.0,149
149,2,0.0,149
149,2,0.0,149
149,2,0.0,525
525,2,0.0,525
525,2,0.0,525
525,2,0.0,149
149,2,0.0,149
149,2,0.0,149
149,2,0.0,149
149,5,0.0,180
180,17,0.0,180
180,18,0.0,180
180,18,0.0,180
180,18,0.0,180
180,20,0.0,180
180,12,0.0,330
330,12,0.0,461
461,12,0.0,562
562,12,0.0,180
180,12,0.0,180
180,12,0.0,180
180,12,0.0,180
180,12,0.0,180
180,12,0.0,180
180,12,0.0,180
180,7,0.0,180
180,7,0.0,180
180,7,0.0,180
180,7,0.0,180
180,7,0.0,180
180,7,0.0,149
149,7,0.0,149
149,7,0.0,180
180,7,0.0,149
149,7,0.0,180
180,7,0.0,149
149,7,0.0,149
149,7,0.0,180
180,7,0.0,149
149,7,0.0,668
668,1,1.0,752
91,2,0.0,91
91,3,0.0,91
91,2,0.0,91
91,2,0.0,91
91,2,0.0,91
91,1,0.0,91
91,2,0.0,91
91,2,0.0,657
657,7,0.0,647
647,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,8,0.0,657
657,8,0.0,241
241,8,0.0,623
623,8,0.0,623
623,8,0.0,547
547,8,0.0,623
623,8,0.0,623
623,8,0.0,657
657,8,0.0,657
657,8,0.0,657
657,8,0.0,721
721,8,0.0,657
657,8,0.0,657
657,13,0.0,657
657,13,0.0,657
657,8,0.0,657
657,8,0.0,657
657,8,0.0,657
657,8,0.0,657
657,8,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,6,0.0,657
657,7,0.0,657
657,7,0.0,657
657,6,0.0,657
657,6,0.0,657
657,6,0.0,657
657,6,0.0,657
657,7,0.0,657
657,7,0.0,657
657,8,0.0,657
657,8,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,657
657,7,0.0,251
251,1,1.0,752
358,1,0.0,358
358,1,0.0,467
467,1,0.0,467
467,1,0.0,604
604,1,0.0,358
358,1,0.0,604
604,1,0.0,358
358,1,0.0,90
90,5,0.0,502
502,5,0.0,584
584,10,0.0,584
584,4,0.0,584
584,5,0.0,584
584,5,0.0,584
584,4,0.0,584
584,1,0.0,584
584,5,0.0,584
584,4,0.0,584
584,4,0.0,584
584,4,0.0,584
584,4,0.0,584
584,5,0.0,584
584,4,0.0,584
584,5,0.0,584
584,5,0.0,584
584,5,0.0,584
584,4,0.0,584
584,4,0.0,584
584,4,0.0,584
584,4,0.0,584
584,4,0.0,584
584,4,0.0,584
584,4,0.0,584
584,4,0.0,584
584,9,0.0,584
584,9,0.0,584
584,9,0.0,584
584,6,0.0,584
584,9,0.0,584
584,9,0.0,584
584,9,0.0,584
584,9,0.0,584
584,9,0.0,584
584,9,0.0,584
584,10,0.0,584
584,9,0.0,584
584,9,0.0,584
584,9,0.0,668
668,1,-1.0,751
646,1,0.0,646
646,1,0.0,71
71,1,0.0,651
651,11,0.0,651
651,17,0.0,651
651,17,0.0,651
651,17,0.0,651
651,17,0.0,651
651,17,0.0,651
651,17,0.0,745
745,17,0.0,745
745,12,0.0,745
745,16,0.0,745
745,16,0.0,745
745,16,0.0,745
745,11,0.0,591
591,11,0.0,591
591,11,0.0,591
591,11,0.0,591
591,11,0.0,591
591,11,0.0,650
650,11,0.0,650
650,11,0.0,650
650,11,0.0,591
591,12,0.0,349
349,12,0.0,677
677,7,0.0,677
677,12,0.0,677
677,7,0.0,349
349,7,0.0,77
77,7,0.0,237
237,7,0.0,438
438,7,0.0,438
438,7,0.0,349
349,7,0.0,650
650,2,0.0,577
577,3,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,1,0.0,650
650,2,0.0,650
650,1,0.0,650
650,2,0.0,650
650,2,0.0,650
650,2,0.0,650
650,1,0.0,650
650,2,0.0,650
650,2,0.0,142
142,1,0.0,142
142,2,0.0,142
142,2,0.0,142
142,1,0.0,142
142,1,0.0,142
142,1,0.0,570
570,1,0.0,570
570,1,0.0,570
570,1,0.0,489
489,1,1.0,752
183,6,0.0,183
183,6,0.0,183
183,21,0.0,183
183,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,580
580,21,0.0,625
625,21,0.0,332
332,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,25,0.0,332
332,21,0.0,332
332,21,0.0,625
625,21,0.0,625
625,16,0.0,625
625,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,16,0.0,183
183,21,0.0,436
436,25,0.0,625
625,21,0.0,625
625,21,0.0,625
625,21,0.0,625
625,21,0.0,625
625,21,0.0,625
625,21,0.0,625
625,21,0.0,625
625,21,0.0,625
625,21,0.0,625
625,11,0.0,183
183,1,0.0,183
183,1,0.0,292
292,1,0.0,183
183,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,603
603,1,0.0,603
603,1,0.0,603
603,1,0.0,603
603,1,0.0,292
292,1,0.0,292
292,1,0.0,183
183,1,0.0,41
41,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,598
598,1,1.0,752
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,129
129,5,0.0,122
122,2,0.0,129
129,5,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,5,0.0,129
129,5,0.0,129
129,5,0.0,122
122,2,0.0,122
122,10,0.0,129
129,6,0.0,129
129,6,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,8,0.0,129
129,9,0.0,129
129,9,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,9,0.0,129
129,7,0.0,129
129,7,0.0,129
129,9,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,2,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,129
129,7,0.0,251
251,1,-1.0,751
307,5,0.0,413
413,4,0.0,251
251,2,0.0,251
251,2,0.0,413
413,5,0.0,558
558,5,0.0,251
251,2,0.0,558
558,2,0.0,251
251,2,0.0,558
558,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,702
702,5,0.0,702
702,7,0.0,702
702,7,0.0,702
702,7,0.0,469
469,10,0.0,469
469,8,0.0,702
702,7,0.0,702
702,7,0.0,702
702,7,0.0,143
143,2,0.0,702
702,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,392
392,1,0.0,420
420,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,143
143,1,0.0,489
489,1,1.0,752
598,1,0.0,447
447,1,0.0,447
447,1,0.0,142
142,1,0.0,142
142,1,0.0,142
142,1,0.0,142
142,1,0.0,142
142,1,0.0,142
142,21,0.0,142
142,23,0.0,653
653,23,0.0,636
636,23,0.0,636
636,24,0.0,636
636,24,0.0,636
636,24,0.0,636
636,24,0.0,636
636,24,0.0,636
636,24,0.0,636
636,24,0.0,636
636,24,0.0,638
638,24,0.0,164
164,25,0.0,653
653,24,0.0,315
315,23,0.0,315
315,23,0.0,315
315,22,0.0,315
315,23,0.0,315
315,25,0.0,315
315,22,0.0,315
315,24,0.0,315
315,24,0.0,315
315,12,0.0,315
315,22,0.0,431
431,22,0.0,605
605,22,0.0,431
431,22,0.0,431
431,22,0.0,164
164,23,0.0,431
431,23,0.0,431
431,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,24,0.0,315
315,23,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,24,0.0,315
315,24,0.0,315
315,23,0.0,315
315,25,0.0,315
315,25,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,114
114,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,315
315,22,0.0,412
412,1,1.0,752
601,1,0.0,601
601,1,0.0,601
601,1,0.0,601
601,1,0.0,601
601,1,0.0,601
601,1,0.0,436
436,7,0.0,436
436,10,0.0,688
688,6,0.0,688
688,10,0.0,688
688,6,0.0,688
688,5,0.0,688
688,2,0.0,567
567,5,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,528
528,2,0.0,528
528,2,0.0,688
688,2,0.0,528
528,1,0.0,528
528,1,0.0,528
528,2,0.0,528
528,1,0.0,528
528,1,0.0,528
528,2,0.0,528
528,2,0.0,528
528,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,528
528,2,0.0,528
528,2,0.0,528
528,2,0.0,528
528,2,0.0,528
528,1,0.0,528
528,2,0.0,528
528,1,0.0,528
528,1,0.0,528
528,2,0.0,528
528,2,0.0,528
528,1,0.0,528
528,2,0.0,528
528,2,0.0,528
528,2,0.0,528
528,2,0.0,528
528,2,0.0,528
528,2,0.0,251
251,1,1.0,752
601,1,0.0,601
601,1,0.0,601
601,1,0.0,601
601,1,0.0,601
601,1,0.0,601
601,1,0.0,601
601,7,0.0,394
394,7,0.0,394
394,2,0.0,394
394,2,0.0,394
394,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,688
688,1,0.0,688
688,2,0.0,688
688,2,0.0,688
688,1,0.0,688
688,2,0.0,688
688,3,0.0,688
688,2,0.0,688
688,1,0.0,688
688,2,0.0,688
688,2,0.0,688
688,2,0.0,725
725,2,0.0,725
725,2,0.0,688
688,1,0.0,688
688,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,0.0,183
183,1,1.0,752
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,710
710,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,2,0.0,221
221,1,0.0,221
221,1,0.0,221
221,1,0.0,598
598,1,0.0,411
411,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,411
411,1,0.0,221
221,5,0.0,142
142,1,0.0,142
142,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,703
703,1,0.0,679
679,1,0.0,142
142,1,0.0,598
598,1,0.0,221
221,1,0.0,725
725,1,0.0,725
725,1,0.0,142
142,1,0.0,641
641,1,0.0,703
703,1,0.0,536
536,1,0.0,536
536,1,0.0,536
536,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,221
221,1,0.0,142
142,1,0.0,221
221,5,0.0,436
436,5,0.0,748
748,25,0.0,748
748,25,0.0,653
653,25,0.0,399
399,25,0.0,399
399,24,0.0,399
399,24,0.0,399
399,24,0.0,412
412,1,1.0,752
128,1,0.0,128
128,1,0.0,71
71,11,0.0,71
71,11,0.0,71
71,11,0.0,71
71,11,0.0,153
153,20,0.0,153
153,11,0.0,153
153,6,0.0,153
153,15,0.0,271
271,10,0.0,643
643,6,0.0,643
643,10,0.0,643
643,11,0.0,643
643,11,0.0,71
